sku,store,date,sales,division,salesqty
101466675,1188,8/16/2020,19.98,9,2
101466675,1083,8/30/2020,9.99,9,1
100258,1095,11/29/2020,27.93,9,7
101466675,1000,8/25/2019,31.96,9,4
101890,1016,5/9/2021,50.97,9,3
104879,1051,3/3/2019,7.99,9,1
104879,1127,8/23/2020,4.99,9,1
100258,1019,10/13/2019,4.49,9,1
101890,1090,7/21/2019,17.99,9,1
104879,1035,10/11/2020,11.98,9,2
104879,1083,8/16/2020,7.49,9,1
103159,1028,4/12/2020,10.58,9,2
104879,1099,8/2/2020,17.97,9,3
101466675,1040,2/23/2020,9.99,9,1
103159,1005,11/29/2020,19.96,9,4
103159,1027,1/31/2021,16.47,9,3
104879,1014,7/21/2019,20.97,9,3
103159,1066,7/21/2019,10.58,9,2
101890,1021,4/14/2019,17.99,9,1
104879,1127,11/24/2019,7.49,9,1
100258,1027,4/21/2019,26.94,9,6
100258,1040,1/26/2020,17.96,9,4
103159,1001,1/31/2021,10.58,9,2
100258,1083,11/17/2019,26.94,9,6
101890,1027,5/17/2020,35.98,9,2
100258,1004,11/24/2019,31.43,9,7
101890,1027,5/30/2021,33.98,9,2
100258,1007,2/7/2021,31.92,9,8
103159,1005,7/7/2019,4.99,9,1
101466675,1170,9/22/2019,15.98,9,2
101466675,1200,8/30/2020,29.97,9,3
101466675,1127,8/9/2020,69.93,9,7
100258,1004,5/26/2019,4.49,9,1
104879,1016,5/9/2021,40.25,9,7
103159,1029,8/11/2019,38.43,9,7
103159,1208,9/15/2019,5.49,9,1
101890,1095,9/27/2020,16.99,9,1
100258,1179,5/26/2019,13.47,9,3
104879,1029,6/6/2021,29.96,9,4
101890,1035,12/6/2020,16.99,9,1
100258,1099,9/20/2020,12.97,9,3
100258,1023,3/1/2020,13.47,9,3
101890,1050,11/29/2020,33.98,9,2
100258,1099,2/21/2021,7.98,9,2
101890,1099,4/21/2019,17.99,9,1
101890,1079,3/17/2019,17.49,9,1
103159,1021,5/3/2020,54.9,9,10
100258,1040,1/12/2020,8.98,9,2
100258,1212,11/29/2020,23.94,9,6
100258,1019,6/21/2020,8.98,9,2
103159,1003,5/17/2020,10.58,9,2
101466675,1023,6/13/2021,9.99,9,1
100258,1082,3/10/2019,13.47,9,3
100258,1028,3/7/2021,11.97,9,3
103159,1007,2/16/2020,60.39,9,11
103159,1424,2/28/2021,26.45,9,5
103159,1050,12/1/2019,47.61,9,9
100258,1004,8/30/2020,8.98,9,2
103159,1155,11/22/2020,10.98,9,2
101466675,1019,5/3/2020,23.97,9,3
101466675,1174,3/7/2021,9.99,9,1
104879,1001,9/1/2019,23.96,9,4
101466675,1114,11/29/2020,53.94,9,6
104879,1011,5/26/2019,59.9,9,10
101466675,1155,11/22/2020,9.99,9,1
101890,1066,3/14/2021,16.99,9,1
103159,1019,6/28/2020,21.96,9,4
104879,1082,1/31/2021,11.98,9,2
100258,1170,2/10/2019,4.29,9,1
101890,1004,11/17/2019,71.96,9,4
104879,1066,12/20/2020,74.9,9,10
101466675,1000,1/6/2019,7.99,9,1
100258,1019,11/10/2019,13.47,9,3
100258,1083,9/1/2019,17.96,9,4
101466675,1010,4/12/2020,15.98,9,2
103159,1090,6/23/2019,5.49,9,1
101890,1005,4/21/2019,17.99,9,1
100258,1005,1/5/2020,13.96,9,4
100258,1028,12/26/2021,3.99,9,1
101466675,1090,8/2/2020,7.99,9,1
101466675,1020,3/28/2021,19.98,9,2
100258,1179,7/12/2020,13.47,9,3
101466675,1083,10/13/2019,9.99,9,1
103159,1021,12/1/2019,16.47,9,3
104879,1032,5/24/2020,29.95,9,5
100258,1000,8/16/2020,13.47,9,3
104879,1082,12/22/2019,14.98,9,2
103159,1004,9/27/2020,49.41,9,9
101890,1083,3/22/2020,17.99,9,1
100258,1011,2/17/2019,17.36,9,4
101466675,1016,2/16/2020,9.99,9,1
100258,1016,2/23/2020,8.98,9,2
100258,1212,5/9/2021,7.98,9,2
100258,1019,1/31/2021,19.95,9,5
104879,1051,8/2/2020,5.99,9,1
101466675,1212,2/7/2021,15.98,9,2
100258,1023,3/3/2019,17.96,9,4
100258,1051,4/14/2019,17.96,9,4
101890,1000,1/6/2019,17.49,9,1
103159,1032,9/1/2019,5.29,9,1
100258,1082,2/14/2021,23.94,9,6
101466675,1040,12/20/2020,53.94,9,6
104879,1127,12/8/2019,7.49,9,1
100258,1179,8/18/2019,8.98,9,2
101890,1050,3/21/2021,67.96,9,4
103159,1114,6/28/2020,38.43,9,7
101466675,1014,10/4/2020,9.99,9,1
101890,1027,10/25/2020,33.98,9,2
101466675,1155,4/4/2021,7.99,9,1
100258,1007,1/10/2021,23.94,9,6
104879,1079,5/31/2020,17.97,9,3
101890,1090,6/9/2019,35.98,9,2
101466675,1154,4/26/2020,7.99,9,1
100258,1021,3/3/2019,31.43,9,7
103159,1021,5/10/2020,71.37,9,13
103159,1035,6/30/2019,10.98,9,2
101466675,1014,4/12/2020,31.96,9,4
104879,1092,5/10/2020,37.45,9,5
104879,1011,5/30/2021,7.49,9,1
103159,1082,4/28/2019,10.58,9,2
104879,1022,9/8/2019,41.93,9,7
101890,1090,12/6/2020,67.96,9,4
104879,1092,3/8/2020,7.49,9,1
103159,1051,3/21/2021,15.87,9,3
103159,1029,9/15/2019,21.96,9,4
100258,1007,9/8/2019,17.96,9,4
101890,1021,4/4/2021,16.99,9,1
101466675,1051,5/10/2020,15.98,9,2
103159,1005,5/10/2020,19.96,9,4
101466675,1032,7/19/2020,15.98,9,2
103159,1022,12/26/2021,10.98,9,2
101890,1004,9/15/2019,35.98,9,2
103159,1021,3/29/2020,43.92,9,8
100258,1092,1/19/2020,13.47,9,3
100258,1032,1/3/2021,9.97,9,3
101890,1066,6/9/2019,17.99,9,1
101466675,1079,3/29/2020,7.99,9,1
101466675,1099,2/7/2021,23.97,9,3
103159,1200,1/3/2021,5.29,9,1
100258,1000,3/29/2020,13.47,9,3
104879,1212,1/12/2020,41.93,9,7
100258,1011,2/23/2020,13.47,9,3
103159,1014,11/8/2020,47.61,9,9
100258,1029,11/3/2019,22.45,9,5
101466675,1212,1/20/2019,47.94,9,6
104879,1028,7/19/2020,11.98,9,2
103159,1194,1/27/2019,10.98,9,2
101466675,1040,12/26/2021,47.94,9,6
100258,1005,11/29/2020,6.98,9,2
100258,1029,9/1/2019,8.98,9,2
100258,1095,8/25/2019,35.92,9,8
103159,1029,6/30/2019,38.43,9,7
101890,1194,6/14/2020,17.99,9,1
101466675,1174,6/20/2021,9.99,9,1
100258,1010,7/12/2020,17.96,9,4
100258,1170,7/21/2019,8.98,9,2
104879,1001,12/20/2020,44.94,9,6
101466675,1212,3/31/2019,95.88,9,12
101890,1014,1/26/2020,17.99,9,1
101466675,1092,2/3/2019,7.99,9,1
104879,1032,4/4/2021,49.9,9,10
100258,1001,2/7/2021,19.95,9,5
103159,1114,12/8/2019,32.94,9,6
104879,1014,1/10/2021,11.98,9,2
101466675,1020,7/26/2020,7.99,9,1
101466675,1005,4/11/2021,55.93,9,7
101890,1021,4/26/2020,71.96,9,4
101466675,1083,12/1/2019,9.99,9,1
100258,1064,8/23/2020,8.98,9,2
104879,1011,8/23/2020,19.96,9,4
100258,1023,1/27/2019,30.03,9,7
100258,1028,1/17/2021,11.97,9,3
103159,1022,4/18/2021,16.47,9,3
101890,1021,10/27/2019,53.97,9,3
103159,1099,10/25/2020,32.94,9,6
104879,1003,5/3/2020,7.49,9,1
101890,1005,5/19/2019,17.99,9,1
101466675,1021,1/6/2019,39.95,9,5
100258,1020,5/23/2021,15.96,9,4
100258,1188,5/9/2021,19.95,9,5
100258,1003,5/24/2020,22.45,9,5
100258,1079,9/15/2019,13.47,9,3
100258,1029,9/8/2019,22.45,9,5
101466675,1083,11/8/2020,9.99,9,1
101466675,1020,6/21/2020,19.98,9,2
104879,1007,12/6/2020,23.96,9,4
101890,1064,5/24/2020,35.98,9,2
104879,1179,4/25/2021,17.49,9,3
101466675,1004,8/11/2019,7.99,9,1
101466675,1050,6/23/2019,31.96,9,4
101466675,1200,2/23/2020,19.98,9,2
101466675,1011,2/24/2019,10.49,9,1
104879,1010,1/27/2019,7.99,9,1
103159,1004,2/16/2020,21.96,9,4
101890,1001,11/8/2020,16.99,9,1
103159,1005,2/7/2021,19.96,9,4
104879,1066,10/27/2019,29.96,9,4
100258,1050,10/4/2020,27.93,9,7
101466675,1027,3/21/2021,19.98,9,2
100258,1023,6/9/2019,13.47,9,3
103159,1132,1/31/2021,43.92,9,8
100258,1212,7/14/2019,35.92,9,8
101466675,1014,12/22/2019,9.99,9,1
101466675,1194,1/27/2019,7.99,9,1
100258,1090,10/13/2019,8.98,9,2
101466675,1016,9/15/2019,7.99,9,1
101890,1082,12/1/2019,35.98,9,2
101466675,1014,5/12/2019,19.98,9,2
101466675,1212,10/20/2019,40,9,5
100258,1050,5/19/2019,26.94,9,6
101890,1170,12/8/2019,17.99,9,1
101890,1066,6/23/2019,59.96,9,4
100258,1188,10/18/2020,31.92,9,8
101890,1127,5/12/2019,17.99,9,1
103159,1132,10/6/2019,32.94,9,6
101466675,1027,4/25/2021,19.98,9,2
104879,1007,2/2/2020,22.47,9,3
103159,1079,1/3/2021,21.96,9,4
101466675,1155,1/10/2021,9.99,9,1
101890,1019,11/15/2020,33.98,9,2
100258,1170,2/28/2021,7.98,9,2
103159,1014,10/18/2020,63.48,9,12
103159,1005,8/11/2019,4.99,9,1
101890,1194,2/21/2021,16.99,9,1
101466675,1179,5/23/2021,7.99,9,1
101466675,1064,11/1/2020,9.99,9,1
100258,1007,3/1/2020,13.47,9,3
100258,1005,10/25/2020,6.98,9,2
103159,1011,2/7/2021,16.47,9,3
104879,1022,2/10/2019,7.99,9,1
100258,1035,10/27/2019,17.96,9,4
104879,1051,10/13/2019,29.95,9,5
100258,1051,5/10/2020,17.96,9,4
103159,1066,3/14/2021,10.58,9,2
101466675,1132,8/11/2019,7.99,9,1
100258,1082,12/6/2020,15.96,9,4
101890,1082,10/6/2019,17.99,9,1
104879,1022,4/14/2019,14.98,9,2
101466675,1051,2/16/2020,29.97,9,3
103159,1170,1/24/2021,27.45,9,5
101890,1035,5/2/2021,16.99,9,1
100258,1022,9/22/2019,26.94,9,6
103159,1011,4/5/2020,16.47,9,3
101890,1127,2/2/2020,35.98,9,2
104879,1090,10/13/2019,23.96,9,4
101466675,1007,2/2/2020,19.98,9,2
101890,1016,3/1/2020,53.97,9,3
103159,1005,1/27/2019,14.97,9,3
103159,1114,3/21/2021,27.45,9,5
100258,1020,3/29/2020,13.47,9,3
101890,1114,2/7/2021,16.99,9,1
100258,1003,6/6/2021,3.99,9,1
101890,1083,5/10/2020,17.99,9,1
103159,1179,9/27/2020,16.47,9,3
103159,1001,2/14/2021,5.29,9,1
103159,1027,9/1/2019,16.47,9,3
101890,1127,3/31/2019,17.49,9,1
100258,1004,4/11/2021,31.92,9,8
104879,1050,6/16/2019,35.94,9,6
103159,1040,1/24/2021,16.47,9,3
101890,1188,8/2/2020,17.99,9,1
101466675,1127,1/24/2021,29.97,9,3
103159,1001,10/20/2019,21.16,9,4
100258,1029,12/20/2020,31.92,9,8
103159,1023,5/12/2019,5.49,9,1
101466675,1028,12/26/2021,39.95,9,5
101466675,1170,1/20/2019,23.97,9,3
104879,1083,10/25/2020,7.49,9,1
104879,1020,2/28/2021,14.98,9,2
101466675,1179,8/25/2019,15.98,9,2
103159,1000,6/14/2020,54.9,9,10
104879,1127,9/22/2019,11.98,9,2
104879,1170,12/6/2020,5.99,9,1
100258,1127,5/26/2019,35.92,9,8
100258,1035,12/26/2021,15.96,9,4
100258,1200,2/23/2020,8.98,9,2
101466675,1050,6/6/2021,47.94,9,6
104879,1027,3/14/2021,14.98,9,2
103159,1079,8/23/2020,10.98,9,2
104879,1016,2/10/2019,39.95,9,5
100258,1011,12/15/2019,4.49,9,1
103159,1011,11/22/2020,32.94,9,6
101890,1127,1/17/2021,33.98,9,2
101890,1090,2/2/2020,35.98,9,2
101890,1064,12/1/2019,17.99,9,1
101466675,1127,10/20/2019,16,9,2
101466675,1005,1/26/2020,19.98,9,2
100258,1092,2/3/2019,12.87,9,3
100258,1020,9/6/2020,13.47,9,3
100258,1016,12/15/2019,31.43,9,7
101890,1027,12/26/2021,16.99,9,1
103159,1000,9/27/2020,16.47,9,3
104879,1007,3/17/2019,9.49,9,1
101890,1208,3/28/2021,25.62,9,3
101890,1022,5/19/2019,17.99,9,1
101890,1005,3/7/2021,33.98,9,2
104879,1021,12/29/2019,65.89,9,11
101466675,1170,8/23/2020,9.99,9,1
100258,1007,5/5/2019,13.47,9,3
103159,1004,1/13/2019,49.41,9,9
100258,1032,11/1/2020,3.99,9,1
104879,1200,6/6/2021,29.96,9,4
103159,1064,10/6/2019,5.29,9,1
100258,1051,3/14/2021,11.97,9,3
103159,1029,5/5/2019,10.98,9,2
104879,1174,2/17/2019,10.34,9,11
104879,1194,4/4/2021,9.98,9,2
101466675,1092,2/17/2019,10.49,9,1
100258,1132,7/28/2019,17.96,9,4
103159,1023,7/14/2019,5.49,9,1
103159,1200,4/5/2020,10.58,9,2
100258,1095,3/22/2020,40.41,9,9
104879,1016,11/22/2020,52.43,9,7
100258,1083,6/2/2019,13.47,9,3
101466675,1208,8/2/2020,23.97,9,3
100258,1066,5/10/2020,4.49,9,1
103159,1114,5/24/2020,43.92,9,8
100258,1083,7/26/2020,13.47,9,3
101890,1170,8/11/2019,17.99,9,1
101890,1019,5/12/2019,17.99,9,1
103159,1027,1/24/2021,43.92,9,8
103159,1050,7/5/2020,26.45,9,5
103159,1132,11/15/2020,32.94,9,6
104879,1155,1/27/2019,13.98,9,2
101466675,1011,3/8/2020,19.98,9,2
101466675,1021,5/24/2020,13.98,9,2
101890,1007,1/20/2019,17.49,9,1
104879,1090,7/26/2020,29.95,9,5
104879,1040,3/14/2021,52.43,9,7
104879,1064,7/26/2020,5.99,9,1
101890,1064,3/29/2020,17.99,9,1
103159,1127,5/5/2019,21.96,9,4
101466675,1027,8/30/2020,9.99,9,1
101466675,1142,5/24/2020,13.98,9,2
103159,1200,7/26/2020,5.29,9,1
100258,1092,7/26/2020,8.98,9,2
100258,1154,2/23/2020,4.49,9,1
101890,1127,2/14/2021,16.99,9,1
101466675,1010,4/4/2021,7.99,9,1
103159,1194,12/13/2020,27.45,9,5
103159,1170,1/6/2019,16.47,9,3
103159,1154,2/17/2019,27.24,9,16
100258,1174,5/19/2019,8.98,9,2
103159,1114,2/23/2020,20.19,9,6
100258,1174,2/24/2019,13.47,9,3
104879,1064,5/2/2021,17.49,9,3
104879,1007,6/6/2021,37.45,9,5
100258,1064,1/17/2021,7.98,9,2
101890,1003,5/5/2019,17.99,9,1
101466675,1188,1/5/2020,9.99,9,1
101466675,1022,5/24/2020,62.91,9,9
103159,1092,3/22/2020,10.98,9,2
101466675,1132,3/1/2020,19.98,9,2
100258,1014,4/18/2021,23.94,9,6
101466675,1005,8/11/2019,7.99,9,1
103159,1019,5/12/2019,10.98,9,2
101466675,1011,5/30/2021,39.95,9,5
104879,1014,4/18/2021,37.45,9,5
100258,1092,3/31/2019,13.47,9,3
100258,1155,9/8/2019,26.94,9,6
103159,1029,3/10/2019,32.94,9,6
103159,1079,12/15/2019,16.47,9,3
100258,1010,11/1/2020,19.95,9,5
100258,1023,1/3/2021,19.95,9,5
101466675,1027,12/15/2019,9.99,9,1
101466675,1050,2/16/2020,29.97,9,3
104879,1003,6/7/2020,17.97,9,3
104879,1127,3/10/2019,7.99,9,1
104879,1035,7/19/2020,5.99,9,1
104879,1194,9/8/2019,23.96,9,4
100258,1174,4/12/2020,58.37,9,13
103159,1200,10/18/2020,5.29,9,1
101466675,1082,9/22/2019,7.99,9,1
104879,1188,11/17/2019,29.96,9,4
101466675,1424,3/21/2021,19.98,9,2
103159,1194,10/11/2020,43.92,9,8
101466675,1188,5/10/2020,23.97,9,3
100258,1064,9/8/2019,4.49,9,1
104879,1014,1/3/2021,14.98,9,2
100258,1174,8/16/2020,44.9,9,10
104879,1095,2/17/2019,47.87,9,13
104879,1079,1/17/2021,17.97,9,3
100258,1127,9/27/2020,39.9,9,10
100258,1194,8/18/2019,22.45,9,5
101466675,1040,1/19/2020,9.99,9,1
100258,1179,2/23/2020,4.49,9,1
101466675,1083,9/29/2019,13.76,9,4
104879,1022,2/23/2020,14.98,9,2
101890,1079,10/13/2019,35.98,9,2
100258,1127,3/3/2019,13.47,9,3
101466675,1066,1/10/2021,39.96,9,4
103159,1005,3/7/2021,4.99,9,1
100258,1005,12/15/2019,13.96,9,4
104879,1004,7/7/2019,7.49,9,1
100258,1027,8/2/2020,40.41,9,9
101466675,1028,9/1/2019,31.96,9,4
100258,1011,11/10/2019,8.98,9,2
104879,1142,5/30/2021,7.49,9,1
100258,1007,8/4/2019,8.98,9,2
100258,1095,1/3/2021,47.88,9,12
100258,1032,7/7/2019,22.45,9,5
103159,1014,1/1/2019,47.61,9,9
104879,1090,7/7/2019,14.98,9,2
101466675,1082,10/4/2020,9.99,9,1
103159,1029,4/19/2020,109.8,9,20
104879,1016,10/13/2019,59.9,9,10
100258,1188,5/12/2019,17.96,9,4
104879,1082,1/12/2020,11.98,9,2
104879,1099,9/8/2019,29.95,9,5
104879,1001,2/21/2021,22.47,9,3
100258,1200,11/15/2020,11.97,9,3
103159,1127,6/28/2020,38.43,9,7
104879,1092,12/8/2019,22.47,9,3
103159,1005,3/24/2019,4.99,9,1
103159,1114,10/13/2019,27.45,9,5
104879,1212,9/13/2020,6.99,9,1
103159,1200,3/31/2019,5.29,9,1
103159,1022,12/6/2020,5.49,9,1
100258,1035,2/24/2019,13.47,9,3
103159,1079,2/28/2021,32.94,9,6
101466675,1050,9/15/2019,15.98,9,2
101466675,1127,2/7/2021,15.98,9,2
