sku,store,inventory,price,cost
1111,1328,163,10,4
1111,1329,36,10,4
1111,1330,151,10,4
1111,1331,65,10,4
1111,1332,113,10,4
1111,1333,94,10,4
1111,1334,144,10,4
1111,1335,86,10,4
1111,1336,128,10,4
1111,1337,128,10,4
1111,1338,139,10,4
1111,1339,60,10,4
1111,1340,106,10,4
1111,1341,114,10,4
1111,1342,153,10,4
1111,1343,147,10,4
1111,1344,89,10,4
1111,1345,50,10,4
1111,1346,86,10,4
1111,1347,51,10,4
1111,1348,126,10,4
1111,1349,138,10,4
1111,1350,80,10,4
1111,1351,95,10,4
1111,1352,30,10,4
1111,1353,160,10,4
1111,1354,135,10,4
1111,1355,74,10,4
1111,1356,124,10,4
1111,1357,61,10,4
1111,1358,153,10,4
1111,1359,81,10,4
1111,1360,45,10,4
1111,1361,125,10,4
1111,1362,52,10,4
1111,1363,106,10,4
1111,1364,164,10,4
1111,1365,107,10,4
1111,1366,164,10,4
1111,1367,132,10,4
1111,1368,27,10,4
1111,1369,56,10,4
1111,1370,31,10,4
1111,1371,138,10,4
1111,1372,48,10,4
1111,1373,126,10,4
1111,1374,46,10,4
1111,1375,109,10,4
1111,1376,56,10,4
1111,1377,79,10,4
1111,1378,39,10,4
1111,1379,134,10,4
1111,1380,98,10,4
1111,1381,43,10,4
1111,1382,29,10,4
1111,1383,153,10,4
1111,1384,141,10,4
1111,1385,137,10,4
1111,1386,76,10,4
1111,1387,51,10,4
1111,1388,55,10,4
1111,1389,39,10,4
1111,1390,88,10,4
1111,1391,50,10,4
1111,1392,29,10,4
1111,1393,119,10,4
1111,1394,126,10,4
1111,1395,56,10,4
1111,1396,32,10,4
1111,1397,162,10,4
1111,1398,38,10,4
1111,1399,31,10,4
1111,1400,76,10,4
1111,1401,161,10,4
1111,1402,125,10,4
1111,1403,68,10,4
1111,1404,128,10,4
1111,1405,82,10,4
1111,1406,108,10,4
1111,1407,132,10,4
1111,1408,104,10,4
1111,1409,84,10,4
1111,1410,38,10,4
1111,1411,98,10,4
1111,1412,33,10,4
1111,1413,116,10,4
1111,1414,164,10,4
1111,1415,133,10,4
1111,1416,102,10,4
1111,1417,139,10,4
1111,1418,80,10,4
1111,1419,112,10,4
1111,1420,67,10,4
1111,1421,111,10,4
1111,1422,88,10,4
1111,1423,30,10,4
1111,1424,45,10,4
1111,1425,65,10,4
1111,1426,55,10,4
1111,1427,56,10,4
1111,1428,64,10,4
1111,1429,124,10,4
1111,1430,112,10,4
1111,1431,132,10,4
1111,1432,152,10,4
1111,1433,130,10,4
1111,1434,40,10,4
1111,1435,51,10,4
1111,1436,48,10,4
1111,1437,158,10,4
1111,1438,71,10,4
1111,1439,147,10,4
1111,1440,163,10,4
1111,1441,127,10,4
1111,1442,166,10,4
1111,1443,91,10,4
1111,1444,147,10,4
1111,1445,29,10,4
1111,1446,87,10,4
1111,1447,134,10,4
1111,1448,59,10,4
1111,1449,120,10,4
1111,1450,142,10,4
1111,1451,37,10,4
1111,1452,116,10,4
1111,1453,63,10,4
1111,1454,54,10,4
1111,1455,131,10,4
1111,1456,68,10,4
1111,1457,133,10,4
1111,1458,88,10,4
1111,1459,69,10,4
1111,1460,163,10,4
1111,1461,89,10,4
1111,1462,48,10,4
1111,1463,165,10,4
1111,1464,58,10,4
1111,1465,62,10,4
1111,1466,108,10,4
1111,1467,30,10,4
1111,1468,162,10,4
1111,1469,33,10,4
1111,1470,31,10,4
1111,1471,125,10,4
1111,1472,53,10,4
1111,1473,132,10,4
1111,1474,149,10,4
1111,1475,110,10,4
1111,1476,141,10,4
1111,1477,28,10,4
1111,1478,102,10,4
1111,1479,27,10,4
1111,1480,113,10,4
1111,1481,105,10,4
1111,1482,93,10,4
1111,1483,85,10,4
1111,1484,130,10,4
1111,1485,87,10,4
1111,1486,117,10,4
1111,1487,33,10,4
1111,1488,152,10,4
1111,1489,78,10,4
1111,1490,165,10,4
1111,1491,145,10,4
1111,1492,57,10,4
1111,1493,44,10,4
1111,1494,140,10,4
1111,1495,132,10,4
1111,1496,133,10,4
1111,1497,160,10,4
1111,1498,139,10,4
1111,1499,55,10,4
1111,1500,109,10,4
2222,1001,491,20,7
2222,1002,130,20,7
2222,1003,397,20,7
2222,1004,154,20,7
2222,1005,284,20,7
2222,1006,388,20,7
2222,1007,141,20,7
2222,1008,203,20,7
2222,1009,102,20,7
2222,1010,215,20,7
2222,1011,388,20,7
2222,1012,424,20,7
2222,1013,291,20,7
2222,1014,454,20,7
2222,1015,265,20,7
2222,1016,333,20,7
2222,1017,283,20,7
2222,1018,398,20,7
2222,1019,306,20,7
2222,1020,312,20,7
2222,1021,239,20,7
2222,1022,404,20,7
2222,1023,268,20,7
2222,1024,383,20,7
2222,1025,235,20,7
2222,1026,113,20,7
2222,1027,413,20,7
2222,1028,446,20,7
2222,1029,91,20,7
2222,1030,158,20,7
2222,1031,168,20,7
2222,1032,336,20,7
2222,1033,114,20,7
2222,1034,359,20,7
2222,1035,257,20,7
2222,1036,133,20,7
2222,1037,302,20,7
2222,1038,338,20,7
2222,1039,197,20,7
2222,1040,177,20,7
2222,1041,411,20,7
2222,1042,340,20,7
2222,1043,103,20,7
2222,1044,92,20,7
2222,1045,331,20,7
2222,1046,424,20,7
2222,1047,80,20,7
2222,1048,385,20,7
2222,1049,343,20,7
2222,1050,259,20,7
2222,1051,196,20,7
2222,1052,329,20,7
2222,1053,431,20,7
2222,1054,196,20,7
2222,1055,112,20,7
2222,1056,496,20,7
2222,1057,134,20,7
2222,1058,216,20,7
2222,1059,367,20,7
2222,1060,422,20,7
2222,1061,393,20,7
2222,1062,125,20,7
2222,1063,337,20,7
2222,1064,284,20,7
2222,1065,423,20,7
2222,1066,459,20,7
2222,1067,302,20,7
2222,1068,204,20,7
2222,1069,87,20,7
2222,1070,126,20,7
2222,1071,460,20,7
2222,1072,245,20,7
2222,1073,174,20,7
2222,1074,154,20,7
2222,1075,467,20,7
2222,1076,235,20,7
2222,1077,335,20,7
2222,1078,484,20,7
2222,1079,155,20,7
2222,1080,495,20,7
2222,1081,469,20,7
2222,1082,468,20,7
2222,1083,296,20,7
2222,1084,338,20,7
2222,1085,299,20,7
2222,1086,278,20,7
2222,1087,370,20,7
2222,1088,160,20,7
2222,1089,441,20,7
2222,1090,117,20,7
2222,1091,479,20,7
2222,1092,351,20,7
2222,1093,392,20,7
2222,1094,435,20,7
2222,1095,413,20,7
2222,1096,394,20,7
2222,1097,245,20,7
2222,1098,422,20,7
2222,1099,385,20,7
2222,1100,115,20,7
2222,1101,412,20,7
2222,1102,177,20,7
2222,1103,415,20,7
2222,1104,85,20,7
2222,1105,132,20,7
2222,1106,238,20,7
2222,1107,478,20,7
2222,1108,294,20,7
2222,1109,358,20,7
2222,1110,316,20,7
2222,1111,411,20,7
2222,1112,493,20,7
2222,1113,236,20,7
2222,1114,108,20,7
2222,1115,246,20,7
2222,1116,176,20,7
2222,1117,95,20,7
2222,1118,293,20,7
2222,1119,253,20,7
2222,1120,120,20,7
2222,1121,247,20,7
2222,1122,107,20,7
2222,1123,383,20,7
2222,1124,377,20,7
2222,1125,305,20,7
2222,1126,92,20,7
2222,1127,488,20,7
2222,1128,249,20,7
2222,1129,138,20,7
2222,1130,383,20,7
2222,1131,385,20,7
2222,1132,414,20,7
2222,1133,96,20,7
2222,1134,496,20,7
2222,1135,481,20,7
2222,1136,329,20,7
2222,1137,264,20,7
2222,1138,245,20,7
2222,1139,222,20,7
2222,1140,201,20,7
2222,1141,411,20,7
2222,1142,96,20,7
2222,1143,94,20,7
2222,1144,161,20,7
2222,1145,128,20,7
2222,1146,343,20,7
2222,1147,333,20,7
2222,1148,118,20,7
2222,1149,438,20,7
2222,1150,443,20,7
2222,1151,221,20,7
2222,1152,266,20,7
2222,1153,106,20,7
2222,1154,219,20,7
2222,1155,181,20,7
2222,1156,323,20,7
2222,1157,400,20,7
2222,1158,278,20,7
2222,1159,313,20,7
2222,1160,338,20,7
2222,1161,391,20,7
2222,1162,121,20,7
2222,1163,378,20,7
2222,1164,236,20,7
2222,1165,299,20,7
2222,1166,182,20,7
2222,1167,250,20,7
2222,1168,375,20,7
2222,1169,196,20,7
2222,1170,338,20,7
2222,1171,499,20,7
2222,1172,224,20,7
2222,1173,272,20,7
2222,1174,347,20,7
2222,1175,200,20,7
2222,1176,359,20,7
2222,1177,488,20,7
2222,1178,340,20,7
2222,1179,311,20,7
2222,1180,470,20,7
2222,1181,438,20,7
2222,1182,310,20,7
2222,1183,407,20,7
2222,1184,474,20,7
2222,1185,298,20,7
2222,1186,333,20,7
2222,1187,233,20,7
2222,1188,332,20,7
2222,1189,421,20,7
2222,1190,173,20,7
2222,1191,85,20,7
2222,1192,290,20,7
2222,1193,101,20,7
2222,1194,456,20,7
2222,1195,115,20,7
2222,1196,106,20,7
2222,1197,315,20,7
2222,1198,147,20,7
2222,1199,436,20,7
2222,1200,330,20,7
2222,1201,88,20,7
2222,1202,395,20,7
2222,1203,92,20,7
2222,1204,329,20,7
2222,1205,368,20,7
2222,1206,330,20,7
2222,1207,250,20,7
2222,1208,294,20,7
2222,1209,203,20,7
2222,1210,91,20,7
2222,1211,286,20,7
2222,1212,488,20,7
2222,1213,296,20,7
2222,1214,367,20,7
2222,1215,352,20,7
2222,1216,358,20,7
2222,1217,187,20,7
2222,1218,277,20,7
2222,1219,406,20,7
2222,1220,102,20,7
2222,1221,281,20,7
2222,1222,330,20,7
2222,1223,339,20,7
2222,1224,391,20,7
2222,1225,266,20,7
2222,1226,168,20,7
2222,1227,199,20,7
2222,1228,319,20,7
2222,1229,491,20,7
2222,1230,400,20,7
2222,1231,436,20,7
2222,1232,381,20,7
2222,1233,270,20,7
2222,1234,86,20,7
2222,1235,350,20,7
2222,1236,273,20,7
2222,1237,480,20,7
2222,1238,102,20,7
2222,1239,307,20,7
2222,1240,378,20,7
2222,1241,423,20,7
2222,1242,213,20,7
2222,1243,489,20,7
2222,1244,414,20,7
2222,1245,165,20,7
2222,1246,416,20,7
2222,1247,313,20,7
2222,1248,209,20,7
2222,1249,143,20,7
2222,1250,310,20,7
2222,1251,453,20,7
2222,1252,429,20,7
2222,1253,175,20,7
2222,1254,429,20,7
2222,1255,343,20,7
2222,1256,236,20,7
2222,1257,147,20,7
2222,1258,269,20,7
2222,1259,489,20,7
2222,1260,255,20,7
2222,1261,147,20,7
2222,1262,378,20,7
2222,1263,314,20,7
2222,1264,492,20,7
2222,1265,302,20,7
2222,1266,126,20,7
2222,1267,297,20,7
2222,1268,270,20,7
2222,1269,247,20,7
2222,1270,391,20,7
2222,1271,487,20,7
2222,1272,139,20,7
2222,1273,431,20,7
2222,1274,321,20,7
2222,1275,140,20,7
2222,1276,201,20,7
2222,1277,443,20,7
2222,1278,320,20,7
2222,1279,385,20,7
2222,1280,372,20,7
2222,1281,402,20,7
2222,1282,252,20,7
2222,1283,275,20,7
2222,1284,155,20,7
2222,1285,277,20,7
2222,1286,398,20,7
2222,1287,195,20,7
2222,1288,201,20,7
2222,1289,481,20,7
2222,1290,262,20,7
2222,1291,197,20,7
2222,1292,101,20,7
2222,1293,122,20,7
2222,1294,171,20,7
2222,1295,85,20,7
2222,1296,160,20,7
2222,1297,366,20,7
2222,1298,452,20,7
2222,1299,390,20,7
2222,1300,124,20,7
2222,1301,330,20,7
2222,1302,147,20,7
2222,1303,172,20,7
2222,1304,213,20,7
2222,1305,429,20,7
2222,1306,193,20,7
2222,1307,376,20,7
2222,1308,347,20,7
2222,1309,277,20,7
2222,1310,313,20,7
2222,1311,144,20,7
2222,1312,292,20,7
2222,1313,446,20,7
2222,1314,226,20,7
2222,1315,107,20,7
2222,1316,203,20,7
2222,1317,85,20,7
2222,1318,202,20,7
2222,1319,486,20,7
2222,1320,235,20,7
2222,1321,381,20,7
2222,1322,426,20,7
2222,1323,118,20,7
2222,1324,495,20,7
2222,1325,426,20,7
2222,1326,228,20,7
2222,1327,182,20,7
2222,1328,80,20,7
2222,1329,108,20,7
2222,1330,207,20,7
2222,1331,264,20,7
2222,1332,375,20,7
2222,1333,199,20,7
2222,1334,319,20,7
2222,1335,369,20,7
2222,1336,280,20,7
2222,1337,132,20,7
2222,1338,414,20,7
2222,1339,408,20,7
2222,1340,280,20,7
2222,1341,197,20,7
2222,1342,165,20,7
2222,1343,360,20,7
2222,1344,130,20,7
2222,1345,86,20,7
2222,1346,322,20,7
2222,1347,145,20,7
2222,1348,182,20,7
2222,1349,341,20,7
2222,1350,336,20,7
2222,1351,261,20,7
2222,1352,405,20,7
2222,1353,192,20,7
2222,1354,462,20,7
2222,1355,488,20,7
2222,1356,316,20,7
2222,1357,437,20,7
2222,1358,308,20,7
2222,1359,270,20,7
2222,1360,207,20,7
2222,1361,388,20,7
2222,1362,422,20,7
2222,1363,470,20,7
2222,1364,430,20,7
2222,1365,85,20,7
2222,1366,265,20,7
2222,1367,272,20,7
2222,1368,89,20,7
2222,1369,141,20,7
2222,1370,222,20,7
2222,1371,469,20,7
2222,1372,83,20,7
2222,1373,99,20,7
2222,1374,167,20,7
2222,1375,274,20,7
2222,1376,262,20,7
2222,1377,135,20,7
2222,1378,104,20,7
2222,1379,246,20,7
2222,1380,278,20,7
2222,1381,136,20,7
2222,1382,429,20,7
2222,1383,388,20,7
2222,1384,83,20,7
2222,1385,308,20,7
2222,1386,493,20,7
2222,1387,478,20,7
2222,1388,235,20,7
2222,1389,434,20,7
2222,1390,87,20,7
2222,1391,257,20,7
2222,1392,384,20,7
2222,1393,311,20,7
2222,1394,212,20,7
2222,1395,152,20,7
2222,1396,209,20,7
2222,1397,211,20,7
2222,1398,244,20,7
2222,1399,281,20,7
2222,1400,369,20,7
2222,1401,281,20,7
2222,1402,113,20,7
2222,1403,281,20,7
2222,1404,260,20,7
2222,1405,153,20,7
2222,1406,254,20,7
2222,1407,390,20,7
2222,1408,152,20,7
2222,1409,172,20,7
2222,1410,313,20,7
2222,1411,462,20,7
2222,1412,257,20,7
2222,1413,464,20,7
2222,1414,403,20,7
2222,1415,83,20,7
2222,1416,495,20,7
2222,1417,177,20,7
2222,1418,252,20,7
2222,1419,298,20,7
2222,1420,90,20,7
2222,1421,117,20,7
2222,1422,372,20,7
2222,1423,238,20,7
2222,1424,166,20,7
2222,1425,267,20,7
2222,1426,264,20,7
2222,1427,159,20,7
2222,1428,173,20,7
2222,1429,140,20,7
2222,1430,395,20,7
2222,1431,252,20,7
2222,1432,371,20,7
2222,1433,438,20,7
2222,1434,269,20,7
2222,1435,298,20,7
2222,1436,437,20,7
2222,1437,247,20,7
2222,1438,175,20,7
2222,1439,225,20,7
2222,1440,387,20,7
2222,1441,430,20,7
2222,1442,409,20,7
2222,1443,376,20,7
2222,1444,478,20,7
2222,1445,372,20,7
2222,1446,187,20,7
2222,1447,148,20,7
2222,1448,488,20,7
2222,1449,305,20,7
2222,1450,425,20,7
2222,1451,497,20,7
2222,1452,470,20,7
2222,1453,222,20,7
2222,1454,454,20,7
2222,1455,91,20,7
2222,1456,128,20,7
2222,1457,348,20,7
2222,1458,446,20,7
2222,1459,177,20,7
2222,1460,346,20,7
2222,1461,253,20,7
2222,1462,237,20,7
2222,1463,374,20,7
2222,1464,146,20,7
2222,1465,131,20,7
2222,1466,176,20,7
2222,1467,482,20,7
2222,1468,308,20,7
2222,1469,95,20,7
2222,1470,150,20,7
2222,1471,286,20,7
2222,1472,110,20,7
2222,1473,201,20,7
2222,1474,341,20,7
2222,1475,83,20,7
2222,1476,192,20,7
2222,1477,260,20,7
2222,1478,163,20,7
2222,1479,422,20,7
2222,1480,154,20,7
2222,1481,260,20,7
2222,1482,444,20,7
2222,1483,372,20,7
2222,1484,237,20,7
2222,1485,182,20,7
2222,1486,317,20,7
2222,1487,252,20,7
2222,1488,440,20,7
2222,1489,352,20,7
2222,1490,218,20,7
2222,1491,210,20,7
2222,1492,269,20,7
2222,1493,403,20,7
2222,1494,215,20,7
2222,1495,409,20,7
2222,1496,477,20,7
2222,1497,403,20,7
2222,1498,109,20,7
2222,1499,85,20,7
2222,1500,436,20,7
3333,1001,33,20,9
3333,1002,16,20,9
3333,1003,22,20,9
3333,1004,42,20,9
3333,1005,17,20,9
3333,1006,26,20,9
3333,1007,24,20,9
3333,1008,25,20,9
3333,1009,43,20,9
3333,1010,38,20,9
3333,1011,21,20,9
3333,1012,24,20,9
3333,1013,37,20,9
3333,1014,36,20,9
3333,1015,25,20,9
3333,1016,23,20,9
3333,1017,36,20,9
3333,1018,32,20,9
3333,1019,15,20,9
3333,1020,45,20,9
3333,1021,21,20,9
3333,1022,16,20,9
3333,1023,38,20,9
3333,1024,24,20,9
3333,1025,13,20,9
3333,1026,39,20,9
3333,1027,46,20,9
3333,1028,11,20,9
3333,1029,15,20,9
3333,1030,37,20,9
3333,1031,10,20,9
3333,1032,8,20,9
3333,1033,19,20,9
3333,1034,13,20,9
3333,1035,21,20,9
3333,1036,29,20,9
3333,1037,31,20,9
3333,1038,28,20,9
3333,1039,26,20,9
3333,1040,22,20,9
3333,1041,14,20,9
3333,1042,47,20,9
3333,1043,33,20,9
3333,1044,30,20,9
3333,1045,36,20,9
3333,1046,41,20,9
3333,1047,48,20,9
3333,1048,14,20,9
3333,1049,27,20,9
3333,1050,21,20,9
3333,1051,44,20,9
3333,1052,46,20,9
3333,1053,40,20,9
3333,1054,35,20,9
3333,1055,48,20,9
3333,1056,25,20,9
3333,1057,42,20,9
3333,1058,42,20,9
3333,1059,16,20,9
3333,1060,44,20,9
3333,1061,36,20,9
3333,1062,34,20,9
3333,1063,19,20,9
3333,1064,27,20,9
3333,1065,26,20,9
3333,1066,23,20,9
3333,1067,42,20,9
3333,1068,34,20,9
3333,1069,10,20,9
3333,1070,29,20,9
3333,1071,9,20,9
3333,1072,46,20,9
3333,1073,10,20,9
3333,1074,44,20,9
3333,1075,23,20,9
3333,1076,35,20,9
3333,1077,50,20,9
3333,1078,16,20,9
3333,1079,31,20,9
3333,1080,32,20,9
3333,1081,30,20,9
3333,1082,20,20,9
3333,1083,28,20,9
3333,1084,24,20,9
3333,1085,42,20,9
3333,1086,36,20,9
3333,1087,48,20,9
3333,1088,41,20,9
3333,1089,47,20,9
3333,1090,21,20,9
3333,1091,46,20,9
3333,1092,27,20,9
3333,1093,24,20,9
3333,1094,31,20,9
3333,1095,37,20,9
3333,1096,12,20,9
3333,1097,21,20,9
3333,1098,8,20,9
3333,1099,24,20,9
3333,1100,10,20,9
3333,1101,35,20,9
3333,1102,39,20,9
3333,1103,21,20,9
3333,1104,47,20,9
3333,1105,12,20,9
3333,1106,9,20,9
3333,1107,13,20,9
3333,1108,20,20,9
3333,1109,20,20,9
3333,1110,40,20,9
3333,1111,48,20,9
3333,1112,11,20,9
3333,1113,11,20,9
3333,1114,25,20,9
3333,1115,20,20,9
3333,1116,39,20,9
3333,1117,50,20,9
3333,1118,40,20,9
3333,1119,17,20,9
3333,1120,42,20,9
3333,1121,50,20,9
3333,1122,42,20,9
3333,1123,25,20,9
3333,1124,26,20,9
3333,1125,38,20,9
3333,1126,11,20,9
3333,1127,45,20,9
3333,1128,29,20,9
3333,1129,40,20,9
3333,1130,16,20,9
3333,1131,39,20,9
3333,1132,46,20,9
3333,1133,42,20,9
3333,1134,35,20,9
3333,1135,21,20,9
3333,1136,47,20,9
3333,1137,24,20,9
3333,1138,44,20,9
3333,1139,22,20,9
3333,1140,10,20,9
3333,1141,36,20,9
3333,1142,13,20,9
3333,1143,23,20,9
3333,1144,40,20,9
3333,1145,48,20,9
3333,1146,15,20,9
3333,1147,28,20,9
3333,1148,20,20,9
3333,1149,46,20,9
3333,1150,49,20,9
3333,1151,35,20,9
3333,1152,22,20,9
3333,1153,29,20,9
3333,1154,50,20,9
3333,1155,40,20,9
3333,1156,42,20,9
3333,1157,43,20,9
3333,1158,23,20,9
3333,1159,13,20,9
3333,1160,30,20,9
3333,1161,20,20,9
3333,1162,47,20,9
3333,1163,29,20,9
3333,1164,22,20,9
