sku,store,date,sales,division,salesqty
101466675,2813,2/28/2021,15.96,6,2
101466675,2800,2/28/2021,31.92,6,4
101466675,2831,2/28/2021,31.92,6,4
101466675,1024,2/28/2021,0,6,0
101466675,2809,2/28/2021,0,6,0
101466675,2823,2/28/2021,23.94,6,3
101466675,2810,2/28/2021,31.92,6,4
101466675,566,2/28/2021,39.9,6,5
101466675,2801,2/28/2021,7.98,6,1
101466675,1071,2/28/2021,7.98,6,1
101466675,2818,2/28/2021,55.86,6,7
101466675,1030,2/28/2021,79.8,6,10
103159,1155,2/28/2021,10.98,9,2
103159,1040,2/28/2021,21.96,9,4
103159,1051,2/28/2021,15.87,9,3
103159,1066,2/28/2021,63.48,9,12
103159,1194,2/28/2021,43.92,9,8
103159,1005,2/28/2021,14.97,9,3
103159,1092,2/28/2021,10.98,9,2
103159,1212,2/28/2021,71.37,9,13
103159,1127,2/28/2021,16.47,9,3
103159,1014,2/28/2021,21.16,9,4
103159,1208,2/28/2021,0,9,0
103159,1079,2/28/2021,32.94,9,6
103159,1004,2/28/2021,54.9,9,10
103159,1001,2/28/2021,21.16,9,4
103159,1019,2/28/2021,43.92,9,8
103159,1000,2/28/2021,43.92,9,8
103159,1029,2/28/2021,38.43,9,7
103159,1027,2/28/2021,27.45,9,5
103159,1035,2/28/2021,54.9,9,10
103159,1154,2/28/2021,0,9,0
103159,1021,2/28/2021,54.9,9,10
103159,1114,2/28/2021,54.9,9,10
103159,1424,2/28/2021,26.45,9,5
103159,1082,2/28/2021,15.87,9,3
103159,1007,2/28/2021,49.41,9,9
103159,1003,2/28/2021,0,9,0
103159,1032,2/28/2021,0,9,0
103159,1028,2/28/2021,0,9,0
103159,1099,2/28/2021,38.43,9,7
103159,1022,2/28/2021,10.98,9,2
103159,1179,2/28/2021,10.98,9,2
103159,1023,2/28/2021,10.98,9,2
103159,1188,2/28/2021,21.16,9,4
103159,1016,2/28/2021,5.49,9,1
103159,1090,2/28/2021,10.98,9,2
103159,1132,2/28/2021,21.96,9,4
103159,1010,2/28/2021,16.47,9,3
103159,1083,2/28/2021,5.29,9,1
103159,1064,2/28/2021,0,9,0
103159,1050,2/28/2021,47.61,9,9
103159,1170,2/28/2021,32.94,9,6
103159,1011,2/28/2021,16.47,9,3
103159,1095,2/28/2021,0,9,0
103159,1142,2/28/2021,0,9,0
103159,1174,2/28/2021,0,9,0
103159,1200,2/28/2021,5.29,9,1
103159,1020,2/28/2021,0,9,0
103159,2841,2/28/2021,69.72,6,14
103159,551,2/28/2021,9.96,6,2
103159,577,2/28/2021,14.94,6,3
103159,2806,2/28/2021,44.82,6,9
103159,1017,2/28/2021,19.92,6,4
103159,1077,2/28/2021,19.92,6,4
103159,1012,2/28/2021,29.88,6,6
103159,2812,2/28/2021,29.88,6,6
103159,569,2/28/2021,54.78,6,11
103159,1018,2/28/2021,24.9,6,5
103159,2827,2/28/2021,19.92,6,4
103159,1043,2/28/2021,9.96,6,2
103159,2822,2/28/2021,14.94,6,3
103159,1080,2/28/2021,24.9,6,5
103159,1058,2/28/2021,29.88,6,6
103159,2826,2/28/2021,4.98,6,1
103159,1091,2/28/2021,19.92,6,4
103159,2803,2/28/2021,19.92,6,4
103159,2842,2/28/2021,34.86,6,7
103159,562,2/28/2021,0,6,0
103159,2811,2/28/2021,29.88,6,6
103159,512,2/28/2021,39.84,6,8
103159,1033,2/28/2021,49.8,6,10
103159,567,2/28/2021,9.96,6,2
103159,1009,2/28/2021,69.72,6,14
103159,2813,2/28/2021,49.8,6,10
103159,2800,2/28/2021,49.8,6,10
103159,2831,2/28/2021,19.92,6,4
103159,1024,2/28/2021,44.82,6,9
103159,2809,2/28/2021,9.96,6,2
103159,2823,2/28/2021,24.9,6,5
103159,2810,2/28/2021,29.88,6,6
103159,566,2/28/2021,9.96,6,2
103159,2801,2/28/2021,44.82,6,9
103159,1071,2/28/2021,59.76,6,12
103159,2818,2/28/2021,9.96,6,2
103159,1030,2/28/2021,24.9,6,5
100258,1155,2/28/2021,7.98,9,2
100258,1040,2/28/2021,23.94,9,6
100258,1051,2/28/2021,23.94,9,6
100258,1066,2/28/2021,23.94,9,6
100258,1194,2/28/2021,15.96,9,4
100258,1005,2/28/2021,6.98,9,2
100258,1092,2/28/2021,3.99,9,1
100258,1212,2/28/2021,27.93,9,7
100258,1127,2/28/2021,35.91,9,9
100258,1014,2/28/2021,15.96,9,4
100258,1208,2/28/2021,15.96,9,4
100258,1079,2/28/2021,7.98,9,2
100258,1004,2/28/2021,39.9,9,10
100258,1001,2/28/2021,35.91,9,9
100258,1019,2/28/2021,27.93,9,7
100258,1000,2/28/2021,11.97,9,3
100258,1029,2/28/2021,31.92,9,8
100258,1027,2/28/2021,19.95,9,5
100258,1035,2/28/2021,35.91,9,9
100258,1154,2/28/2021,11.97,9,3
100258,1021,2/28/2021,27.93,9,7
100258,1114,2/28/2021,15.96,9,4
100258,1424,2/28/2021,15.96,9,4
100258,1082,2/28/2021,27.93,9,7
100258,1007,2/28/2021,3.99,9,1
100258,1003,2/28/2021,0,9,0
100258,1032,2/28/2021,7.98,9,2
100258,1028,2/28/2021,15.96,9,4
100258,1099,2/28/2021,27.93,9,7
100258,1022,2/28/2021,19.95,9,5
100258,1179,2/28/2021,15.96,9,4
100258,1023,2/28/2021,11.97,9,3
100258,1188,2/28/2021,23.94,9,6
100258,1016,2/28/2021,27.93,9,7
100258,1090,2/28/2021,3.99,9,1
100258,1132,2/28/2021,19.95,9,5
100258,1010,2/28/2021,15.96,9,4
100258,1083,2/28/2021,23.94,9,6
100258,1064,2/28/2021,7.98,9,2
100258,1050,2/28/2021,47.88,9,12
100258,1170,2/28/2021,7.98,9,2
100258,1011,2/28/2021,7.98,9,2
100258,1095,2/28/2021,27.93,9,7
100258,1142,2/28/2021,0,9,0
100258,1174,2/28/2021,23.94,9,6
100258,1200,2/28/2021,7.98,9,2
100258,1020,2/28/2021,7.98,9,2
100258,2841,2/28/2021,11.94,6,3
100258,551,2/28/2021,23.88,6,6
100258,577,2/28/2021,27.86,6,7
100258,2806,2/28/2021,7.96,6,2
100258,1017,2/28/2021,31.84,6,8
100258,1077,2/28/2021,15.92,6,4
100258,1012,2/28/2021,11.94,6,3
100258,2812,2/28/2021,19.9,6,5
100258,569,2/28/2021,27.86,6,7
100258,1018,2/28/2021,31.84,6,8
100258,2827,2/28/2021,11.94,6,3
100258,1043,2/28/2021,27.86,6,7
100258,2822,2/28/2021,7.96,6,2
100258,1080,2/28/2021,19.9,6,5
100258,1058,2/28/2021,11.94,6,3
100258,2826,2/28/2021,15.92,6,4
100258,1091,2/28/2021,7.96,6,2
100258,2803,2/28/2021,15.92,6,4
100258,2842,2/28/2021,3.98,6,1
100258,562,2/28/2021,23.88,6,6
100258,2811,2/28/2021,27.86,6,7
100258,512,2/28/2021,3.98,6,1
100258,1033,2/28/2021,23.88,6,6
100258,567,2/28/2021,27.86,6,7
100258,1009,2/28/2021,39.8,6,10
100258,2813,2/28/2021,11.94,6,3
100258,2800,2/28/2021,11.94,6,3
100258,2831,2/28/2021,19.9,6,5
100258,1024,2/28/2021,11.94,6,3
100258,2809,2/28/2021,35.82,6,9
100258,2823,2/28/2021,15.92,6,4
100258,2810,2/28/2021,11.94,6,3
100258,566,2/28/2021,15.92,6,4
100258,2801,2/28/2021,3.98,6,1
100258,1071,2/28/2021,11.94,6,3
100258,2818,2/28/2021,7.96,6,2
100258,1030,2/28/2021,23.88,6,6
101890,1155,2/28/2021,33.98,9,2
101890,1040,2/28/2021,16.99,9,1
101890,1051,2/28/2021,15.99,9,1
101890,1066,2/28/2021,0,9,0
101890,1194,2/28/2021,0,9,0
101890,1005,2/28/2021,33.98,9,2
101890,1092,2/28/2021,16.99,9,1
101890,1212,2/28/2021,0,9,0
101890,1127,2/28/2021,16.99,9,1
101890,1014,2/28/2021,0,9,0
101890,1208,2/28/2021,0,9,0
101890,1079,2/28/2021,16.99,9,1
101890,1004,2/28/2021,50.97,9,3
101890,1001,2/28/2021,16.99,9,1
101890,1019,2/28/2021,0,9,0
101890,1000,2/28/2021,0,9,0
101890,1029,2/28/2021,0,9,0
101890,1027,2/28/2021,16.99,9,1
101890,1035,2/28/2021,0,9,0
101890,1154,2/28/2021,0,9,0
101890,1021,2/28/2021,0,9,0
101890,1114,2/28/2021,16.99,9,1
101890,1424,2/28/2021,0,9,0
101890,1082,2/28/2021,15.99,9,1
101890,1007,2/28/2021,33.98,9,2
101890,1003,2/28/2021,0,9,0
101890,1032,2/28/2021,15.99,9,1
101890,1028,2/28/2021,0,9,0
101890,1099,2/28/2021,0,9,0
101890,1022,2/28/2021,0,9,0
101890,1179,2/28/2021,0,9,0
101890,1023,2/28/2021,0,9,0
101890,1188,2/28/2021,50.97,9,3
101890,1016,2/28/2021,33.98,9,2
101890,1090,2/28/2021,16.99,9,1
101890,1132,2/28/2021,0,9,0
101890,1010,2/28/2021,0,9,0
101890,1083,2/28/2021,47.97,9,3
101890,1064,2/28/2021,16.99,9,1
101890,1050,2/28/2021,84.95,9,5
101890,1170,2/28/2021,16.99,9,1
101890,1011,2/28/2021,16.99,9,1
101890,1095,2/28/2021,16.99,9,1
101890,1142,2/28/2021,0,9,0
101890,1174,2/28/2021,0,9,0
101890,1200,2/28/2021,0,9,0
101890,1020,2/28/2021,0,9,0
101890,2841,2/28/2021,29.96,6,2
101890,551,2/28/2021,44.94,6,3
101890,577,2/28/2021,29.96,6,2
101890,2806,2/28/2021,59.92,6,4
101890,1017,2/28/2021,14.98,6,1
101890,1077,2/28/2021,14.98,6,1
101890,1012,2/28/2021,29.96,6,2
101890,2812,2/28/2021,44.94,6,3
101890,569,2/28/2021,74.9,6,5
101890,1018,2/28/2021,29.96,6,2
101890,2827,2/28/2021,29.96,6,2
101890,1043,2/28/2021,89.88,6,6
101890,2822,2/28/2021,44.94,6,3
101890,1080,2/28/2021,14.98,6,1
101890,1058,2/28/2021,44.94,6,3
101890,2826,2/28/2021,44.94,6,3
101890,1091,2/28/2021,29.96,6,2
101890,2803,2/28/2021,29.96,6,2
101890,2842,2/28/2021,0,6,0
101890,562,2/28/2021,29.96,6,2
101890,2811,2/28/2021,59.92,6,4
101890,512,2/28/2021,44.94,6,3
101890,1033,2/28/2021,29.96,6,2
101890,567,2/28/2021,0,6,0
101890,1009,2/28/2021,149.8,6,10
101890,2813,2/28/2021,74.9,6,5
101890,2800,2/28/2021,29.96,6,2
101890,2831,2/28/2021,14.98,6,1
101890,1024,2/28/2021,59.92,6,4
101890,2809,2/28/2021,44.94,6,3
101890,2823,2/28/2021,29.96,6,2
101890,2810,2/28/2021,44.94,6,3
101890,566,2/28/2021,14.98,6,1
101890,2801,2/28/2021,14.98,6,1
101890,1071,2/28/2021,14.98,6,1
101890,2818,2/28/2021,0,6,0
101890,1030,2/28/2021,89.88,6,6
104879,1155,2/28/2021,14.98,9,2
104879,1040,2/28/2021,29.96,9,4
104879,1051,2/28/2021,22.47,9,3
104879,1066,2/28/2021,14.98,9,2
104879,1194,2/28/2021,37.45,9,5
104879,1005,2/28/2021,37.45,9,5
104879,1092,2/28/2021,22.47,9,3
104879,1212,2/28/2021,7.49,9,1
104879,1127,2/28/2021,14.98,9,2
104879,1014,2/28/2021,7.49,9,1
104879,1208,2/28/2021,7.49,9,1
104879,1079,2/28/2021,22.47,9,3
104879,1004,2/28/2021,7.49,9,1
104879,1001,2/28/2021,22.47,9,3
104879,1019,2/28/2021,0,9,0
104879,1000,2/28/2021,7.49,9,1
104879,1029,2/28/2021,0,9,0
104879,1027,2/28/2021,22.47,9,3
104879,1035,2/28/2021,67.41,9,9
104879,1154,2/28/2021,0,9,0
104879,1021,2/28/2021,14.98,9,2
104879,1114,2/28/2021,37.45,9,5
104879,1424,2/28/2021,7.49,9,1
104879,1082,2/28/2021,7.49,9,1
104879,1007,2/28/2021,22.47,9,3
104879,1003,2/28/2021,0,9,0
104879,1032,2/28/2021,0,9,0
104879,1028,2/28/2021,7.49,9,1
104879,1099,2/28/2021,0,9,0
104879,1022,2/28/2021,29.96,9,4
104879,1179,2/28/2021,0,9,0
104879,1023,2/28/2021,0,9,0
104879,1188,2/28/2021,0,9,0
104879,1016,2/28/2021,52.43,9,7
104879,1090,2/28/2021,0,9,0
104879,1132,2/28/2021,0,9,0
104879,1010,2/28/2021,22.47,9,3
104879,1083,2/28/2021,7.49,9,1
104879,1064,2/28/2021,7.49,9,1
104879,1050,2/28/2021,29.96,9,4
104879,1170,2/28/2021,14.98,9,2
104879,1011,2/28/2021,22.47,9,3
104879,1095,2/28/2021,0,9,0
104879,1142,2/28/2021,7.49,9,1
104879,1174,2/28/2021,0,9,0
104879,1200,2/28/2021,0,9,0
104879,1020,2/28/2021,14.98,9,2
104879,2841,2/28/2021,0,6,0
104879,551,2/28/2021,0,6,0
104879,577,2/28/2021,0,6,0
104879,2806,2/28/2021,0,6,0
104879,1017,2/28/2021,0,6,0
104879,1077,2/28/2021,0,6,0
104879,1012,2/28/2021,0,6,0
104879,2812,2/28/2021,0,6,0
104879,569,2/28/2021,0,6,0
104879,1018,2/28/2021,0,6,0
104879,2827,2/28/2021,0,6,0
104879,1043,2/28/2021,0,6,0
104879,2822,2/28/2021,0,6,0
104879,1080,2/28/2021,0,6,0
104879,1058,2/28/2021,0,6,0
104879,2826,2/28/2021,0,6,0
104879,1091,2/28/2021,0,6,0
104879,2803,2/28/2021,0,6,0
104879,2842,2/28/2021,0,6,0
104879,562,2/28/2021,0,6,0
104879,2811,2/28/2021,0,6,0
104879,512,2/28/2021,0,6,0
104879,1033,2/28/2021,0,6,0
104879,567,2/28/2021,0,6,0
104879,1009,2/28/2021,0,6,0
104879,2813,2/28/2021,0,6,0
104879,2800,2/28/2021,0,6,0
104879,2831,2/28/2021,0,6,0
104879,1024,2/28/2021,0,6,0
104879,2809,2/28/2021,0,6,0
104879,2823,2/28/2021,0,6,0
104879,2810,2/28/2021,0,6,0
104879,566,2/28/2021,0,6,0
104879,2801,2/28/2021,0,6,0
104879,1071,2/28/2021,0,6,0
104879,2818,2/28/2021,0,6,0
104879,1030,2/28/2021,0,6,0
101466675,1155,2/21/2021,19.98,9,2
101466675,1040,2/21/2021,9.99,9,1
101466675,1051,2/21/2021,19.98,9,2
101466675,1066,2/21/2021,9.99,9,1
101466675,1194,2/21/2021,29.97,9,3
101466675,1005,2/21/2021,9.99,9,1
101466675,1092,2/21/2021,9.99,9,1
101466675,1212,2/21/2021,19.98,9,2
101466675,1127,2/21/2021,0,9,0
101466675,1014,2/21/2021,49.95,9,5
101466675,1208,2/21/2021,9.99,9,1
101466675,1079,2/21/2021,9.99,9,1
101466675,1004,2/21/2021,0,9,0
101466675,1001,2/21/2021,19.98,9,2
101466675,1019,2/21/2021,9.99,9,1
101466675,1000,2/21/2021,29.97,9,3
101466675,1029,2/21/2021,0,9,0
101466675,1027,2/21/2021,69.93,9,7
101466675,1035,2/21/2021,89.91,9,9
101466675,1154,2/21/2021,0,9,0
101466675,1021,2/21/2021,39.96,9,4
101466675,1114,2/21/2021,39.96,9,4
101466675,1424,2/21/2021,9.99,9,1
101466675,1082,2/21/2021,19.98,9,2
101466675,1007,2/21/2021,0,9,0
101466675,1003,2/21/2021,0,9,0
101466675,1032,2/21/2021,9.99,9,1
101466675,1028,2/21/2021,19.98,9,2
101466675,1099,2/21/2021,9.99,9,1
101466675,1022,2/21/2021,29.97,9,3
101466675,1179,2/21/2021,0,9,0
101466675,1023,2/21/2021,0,9,0
101466675,1188,2/21/2021,29.97,9,3
101466675,1016,2/21/2021,29.97,9,3
101466675,1090,2/21/2021,0,9,0
101466675,1132,2/21/2021,19.98,9,2
101466675,1010,2/21/2021,19.98,9,2
101466675,1083,2/21/2021,0,9,0
101466675,1064,2/21/2021,9.99,9,1
101466675,1050,2/21/2021,19.98,9,2
101466675,1170,2/21/2021,9.99,9,1
101466675,1011,2/21/2021,29.97,9,3
101466675,1095,2/21/2021,0,9,0
101466675,1142,2/21/2021,29.97,9,3
101466675,1174,2/21/2021,0,9,0
101466675,1200,2/21/2021,9.99,9,1
101466675,1020,2/21/2021,0,9,0
101466675,2841,2/21/2021,13.98,6,2
101466675,551,2/21/2021,30.95,6,4
101466675,577,2/21/2021,29.94,6,3
101466675,2806,2/21/2021,0,6,0
101466675,1017,2/21/2021,26.95,6,3
101466675,1077,2/21/2021,9.98,6,1
101466675,1012,2/21/2021,0,6,0
101466675,2812,2/21/2021,49.9,6,5
101466675,569,2/21/2021,23.96,6,3
101466675,1018,2/21/2021,26.95,6,3
101466675,2827,2/21/2021,19.96,6,2
101466675,1043,2/21/2021,19.96,6,2
101466675,2822,2/21/2021,9.98,6,1
101466675,1080,2/21/2021,43.92,6,5
101466675,1058,2/21/2021,0,6,0
101466675,2826,2/21/2021,19.96,6,2
101466675,1091,2/21/2021,39.92,6,4
101466675,2803,2/21/2021,13.98,6,2
101466675,2842,2/21/2021,39.93,6,6
101466675,562,2/21/2021,13.98,6,2
101466675,2811,2/21/2021,30.95,6,4
101466675,512,2/21/2021,19.96,6,2
101466675,1033,2/21/2021,29.94,6,3
101466675,567,2/21/2021,0,6,0
101466675,1009,2/21/2021,0,6,0
101466675,2813,2/21/2021,16.97,6,2
101466675,2800,2/21/2021,36.93,6,4
101466675,2831,2/21/2021,9.98,6,1
101466675,1024,2/21/2021,0,6,0
101466675,2809,2/21/2021,19.96,6,2
101466675,2823,2/21/2021,36.93,6,4
101466675,2810,2/21/2021,9.98,6,1
101466675,566,2/21/2021,23.96,6,3
101466675,2801,2/21/2021,9.98,6,1
101466675,1071,2/21/2021,28.65,6,5
101466675,2818,2/21/2021,13.98,6,2
101466675,1030,2/21/2021,33.94,6,4
103159,1155,2/21/2021,27.45,9,5
103159,1040,2/21/2021,27.45,9,5
103159,1051,2/21/2021,15.87,9,3
103159,1066,2/21/2021,10.58,9,2
103159,1194,2/21/2021,5.49,9,1
103159,1005,2/21/2021,14.97,9,3
103159,1092,2/21/2021,10.98,9,2
103159,1212,2/21/2021,43.92,9,8
103159,1127,2/21/2021,27.45,9,5
103159,1014,2/21/2021,31.74,9,6
103159,1208,2/21/2021,16.47,9,3
103159,1079,2/21/2021,5.49,9,1
103159,1004,2/21/2021,38.43,9,7
103159,1001,2/21/2021,37.03,9,7
103159,1019,2/21/2021,32.94,9,6
103159,1000,2/21/2021,27.45,9,5
103159,1029,2/21/2021,38.43,9,7
103159,1027,2/21/2021,5.49,9,1
103159,1035,2/21/2021,5.49,9,1
103159,1154,2/21/2021,0,9,0
103159,1021,2/21/2021,76.86,9,14
103159,1114,2/21/2021,38.43,9,7
103159,1424,2/21/2021,21.16,9,4
103159,1082,2/21/2021,10.58,9,2
103159,1007,2/21/2021,93.33,9,17
103159,1003,2/21/2021,15.87,9,3
103159,1032,2/21/2021,0,9,0
103159,1028,2/21/2021,15.87,9,3
103159,1099,2/21/2021,27.45,9,5
103159,1022,2/21/2021,54.9,9,10
103159,1179,2/21/2021,43.92,9,8
103159,1023,2/21/2021,5.49,9,1
103159,1188,2/21/2021,26.45,9,5
103159,1016,2/21/2021,27.45,9,5
103159,1090,2/21/2021,16.47,9,3
103159,1132,2/21/2021,10.98,9,2
103159,1010,2/21/2021,21.96,9,4
103159,1083,2/21/2021,15.87,9,3
103159,1064,2/21/2021,0,9,0
103159,1050,2/21/2021,37.03,9,7
103159,1170,2/21/2021,71.37,9,13
103159,1011,2/21/2021,10.98,9,2
103159,1095,2/21/2021,0,9,0
103159,1142,2/21/2021,0,9,0
103159,1174,2/21/2021,0,9,0
103159,1200,2/21/2021,5.29,9,1
103159,1020,2/21/2021,0,9,0
103159,2841,2/21/2021,24.9,6,5
103159,551,2/21/2021,14.94,6,3
103159,577,2/21/2021,19.92,6,4
103159,2806,2/21/2021,29.88,6,6
103159,1017,2/21/2021,19.92,6,4
103159,1077,2/21/2021,29.88,6,6
103159,1012,2/21/2021,24.9,6,5
103159,2812,2/21/2021,44.82,6,9
103159,569,2/21/2021,0,6,0
103159,1018,2/21/2021,34.86,6,7
103159,2827,2/21/2021,49.8,6,10
103159,1043,2/21/2021,29.88,6,6
103159,2822,2/21/2021,9.96,6,2
103159,1080,2/21/2021,24.9,6,5
103159,1058,2/21/2021,9.96,6,2
103159,2826,2/21/2021,4.98,6,1
103159,1091,2/21/2021,9.96,6,2
103159,2803,2/21/2021,4.98,6,1
103159,2842,2/21/2021,29.88,6,6
103159,562,2/21/2021,4.98,6,1
103159,2811,2/21/2021,14.94,6,3
103159,512,2/21/2021,49.8,6,10
103159,1033,2/21/2021,14.94,6,3
103159,567,2/21/2021,34.86,6,7
103159,1009,2/21/2021,64.74,6,13
103159,2813,2/21/2021,9.96,6,2
103159,2800,2/21/2021,59.76,6,12
103159,2831,2/21/2021,39.84,6,8
103159,1024,2/21/2021,39.84,6,8
103159,2809,2/21/2021,19.92,6,4
103159,2823,2/21/2021,9.96,6,2
103159,2810,2/21/2021,19.92,6,4
103159,566,2/21/2021,9.96,6,2
103159,2801,2/21/2021,14.94,6,3
103159,1071,2/21/2021,24.9,6,5
103159,2818,2/21/2021,59.76,6,12
103159,1030,2/21/2021,4.98,6,1
100258,1155,2/21/2021,31.92,9,8
100258,1040,2/21/2021,19.95,9,5
100258,1051,2/21/2021,19.95,9,5
100258,1066,2/21/2021,15.96,9,4
100258,1194,2/21/2021,3.99,9,1
100258,1005,2/21/2021,13.96,9,4
100258,1092,2/21/2021,19.95,9,5
100258,1212,2/21/2021,23.94,9,6
100258,1127,2/21/2021,23.94,9,6
100258,1014,2/21/2021,15.96,9,4
100258,1208,2/21/2021,3.99,9,1
100258,1079,2/21/2021,15.96,9,4
100258,1004,2/21/2021,31.92,9,8
100258,1001,2/21/2021,3.99,9,1
100258,1019,2/21/2021,23.94,9,6
100258,1000,2/21/2021,7.98,9,2
100258,1029,2/21/2021,19.95,9,5
100258,1027,2/21/2021,27.93,9,7
100258,1035,2/21/2021,23.94,9,6
100258,1154,2/21/2021,3.99,9,1
100258,1021,2/21/2021,11.97,9,3
100258,1114,2/21/2021,31.92,9,8
100258,1424,2/21/2021,3.99,9,1
100258,1082,2/21/2021,23.94,9,6
100258,1007,2/21/2021,15.96,9,4
100258,1003,2/21/2021,3.99,9,1
100258,1032,2/21/2021,7.98,9,2
100258,1028,2/21/2021,23.94,9,6
100258,1099,2/21/2021,7.98,9,2
100258,1022,2/21/2021,19.95,9,5
100258,1179,2/21/2021,3.99,9,1
100258,1023,2/21/2021,3.99,9,1
100258,1188,2/21/2021,11.97,9,3
100258,1016,2/21/2021,7.98,9,2
100258,1090,2/21/2021,3.99,9,1
100258,1132,2/21/2021,11.97,9,3
100258,1010,2/21/2021,11.97,9,3
100258,1083,2/21/2021,27.93,9,7
100258,1064,2/21/2021,3.99,9,1
100258,1050,2/21/2021,23.94,9,6
100258,1170,2/21/2021,19.95,9,5
100258,1011,2/21/2021,11.97,9,3
100258,1095,2/21/2021,23.94,9,6
100258,1142,2/21/2021,0,9,0
100258,1174,2/21/2021,27.93,9,7
100258,1200,2/21/2021,23.94,9,6
100258,1020,2/21/2021,19.95,9,5
100258,2841,2/21/2021,7.96,6,2
100258,551,2/21/2021,27.86,6,7
100258,577,2/21/2021,7.96,6,2
100258,2806,2/21/2021,11.94,6,3
100258,1017,2/21/2021,43.78,6,11
100258,1077,2/21/2021,23.88,6,6
100258,1012,2/21/2021,7.96,6,2
100258,2812,2/21/2021,15.92,6,4
100258,569,2/21/2021,35.82,6,9
100258,1018,2/21/2021,15.92,6,4
100258,2827,2/21/2021,15.92,6,4
100258,1043,2/21/2021,39.8,6,10
100258,2822,2/21/2021,27.86,6,7
100258,1080,2/21/2021,7.96,6,2
100258,1058,2/21/2021,47.76,6,12
100258,2826,2/21/2021,31.84,6,8
100258,1091,2/21/2021,27.86,6,7
100258,2803,2/21/2021,27.86,6,7
100258,2842,2/21/2021,3.98,6,1
100258,562,2/21/2021,23.88,6,6
100258,2811,2/21/2021,19.9,6,5
100258,512,2/21/2021,11.94,6,3
100258,1033,2/21/2021,0,6,0
100258,567,2/21/2021,11.94,6,3
100258,1009,2/21/2021,35.82,6,9
100258,2813,2/21/2021,23.88,6,6
100258,2800,2/21/2021,19.9,6,5
100258,2831,2/21/2021,23.88,6,6
100258,1024,2/21/2021,19.9,6,5
100258,2809,2/21/2021,7.96,6,2
100258,2823,2/21/2021,19.9,6,5
100258,2810,2/21/2021,27.86,6,7
100258,566,2/21/2021,0,6,0
100258,2801,2/21/2021,0,6,0
100258,1071,2/21/2021,23.88,6,6
100258,2818,2/21/2021,35.82,6,9
100258,1030,2/21/2021,19.9,6,5
